"GHO (CODE)","GHO (DISPLAY)","GHO (URL)","PUBLISHSTATE (CODE)","PUBLISHSTATE (DISPLAY)","PUBLISHSTATE (URL)","YEAR (CODE)","YEAR (DISPLAY)","YEAR (URL)","REGION (CODE)","REGION (DISPLAY)","REGION (URL)","COUNTRY (CODE)","COUNTRY (DISPLAY)","COUNTRY (URL)","SEX (CODE)","SEX (DISPLAY)","SEX (URL)","Display Value","Numeric","Low","High","StdErr","StdDev","Comments"
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AMR","Americas","","JAM","Jamaica","","BTSX","Both sexes","","22.7 [20.5-25.3]","22.70000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","WPR","Western Pacific","","COK","Cook Islands","","FMLE","Female","","22.9 [-]","22.90000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AMR","Americas","","PRY","Paraguay","","BTSX","Both sexes","","23 [19.1-27.5]","23.00000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AFR","Africa","","GMB","Gambia","","MLE","Male","","23.1 [20.4-26.1]","23.10000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","WPR","Western Pacific","","VNM","Viet Nam","","BTSX","Both sexes","","23.4 [21.4-25.5]","23.40000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","EUR","Europe","","ARM","Armenia","","MLE","Male","","23.5 [20.4-26.9]","23.50000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AFR","Africa","","COD","Democratic Republic of the Congo","","BTSX","Both sexes","","23.6 [20.5-26.8]","23.60000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","SEAR","South-East Asia","","MMR","Myanmar","","MLE","Male","","23.6 [20.8-26.7]","23.60000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AFR","Africa","","UGA","Uganda","","BTSX","Both sexes","","23.6 [21.4-25.8]","23.60000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AFR","Africa","","TZA","United Republic of Tanzania","","BTSX","Both sexes","","23.6 [21.6-25.9]","23.60000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","EUR","Europe","","GEO","Georgia","","BTSX","Both sexes","","23.6 [21.6-26.1]","23.60000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AMR","Americas","","CRI","Costa Rica","","BTSX","Both sexes","","23.7 [21.3-26.5]","23.70000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AFR","Africa","","COG","Congo","","FMLE","Female","","23.8 [19.5-28.8]","23.80000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AFR","Africa","","ZMB","Zambia","","MLE","Male","","23.9 [21-27.1]","23.90000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AMR","Americas","","BRB","Barbados","","FMLE","Female","","24.2 [20.9-27.8]","24.20000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","EUR","Europe","","ALB","Albania","","FMLE","Female","","24.2 [21.1-27.6]","24.20000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","SEAR","South-East Asia","","BTN","Bhutan","","MLE","Male","","24.3 [20.3-28.8]","24.30000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AMR","Americas","","GTM","Guatemala","","MLE","Male","","24.4 [20.7-28.5]","24.40000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AFR","Africa","","CAF","Central African Republic","","BTSX","Both sexes","","24.4 [21.4-27.8]","24.40000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AFR","Africa","","BFA","Burkina Faso","","BTSX","Both sexes","","24.4 [22.3-26.6]","24.40000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","WPR","Western Pacific","","BRN","Brunei Darussalam","","BTSX","Both sexes","","24.5 [20-29.4]","24.50000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","SEAR","South-East Asia","","NPL","Nepal","","MLE","Male","","24.6 [20.6-29.1]","24.60000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AMR","Americas","","VEN","Venezuela (Bolivarian Republic of)","","BTSX","Both sexes","","24.7 [22.1-27.4]","24.70000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AFR","Africa","","GNB","Guinea-Bissau","","MLE","Male","","24.8 [21.9-27.9]","24.80000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AMR","Americas","","PER","Peru","","FMLE","Female","","24.9 [19.8-30.7]","24.90000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AMR","Americas","","COL","Colombia","","BTSX","Both sexes","","25 [22.5-27.9]","25.00000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","SEAR","South-East Asia","","IND","India","","BTSX","Both sexes","","25.2 [22.1-28.4]","25.20000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AFR","Africa","","CIV","Côte d'Ivoire","","BTSX","Both sexes","","25.2 [23.1-27.4]","25.20000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AFR","Africa","","SWZ","Eswatini","","MLE","Male","","25.4 [21.7-29.6]","25.40000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","EMR","Eastern Mediterranean","","QAT","Qatar","","BTSX","Both sexes","","25.5 [19.6-32.6]","25.50000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AFR","Africa","","SYC","Seychelles","","FMLE","Female","","25.7 [22.3-29.4]","25.70000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","EUR","Europe","","MKD","North Macedonia","","FMLE","Female","","25.7 [22.5-29.2]","25.70000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","WPR","Western Pacific","","MYS","Malaysia","","MLE","Male","","25.7 [22.5-29.3]","25.70000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","SEAR","South-East Asia","","LKA","Sri Lanka","","MLE","Male","","26 [23-29.2]","26.00000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AMR","Americas","","GUY","Guyana","","BTSX","Both sexes","","26.1 [23.9-28.8]","26.10000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AFR","Africa","","CMR","Cameroon","","BTSX","Both sexes","","26.1 [24-28.4]","26.10000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AMR","Americas","","HND","Honduras","","MLE","Male","","26.3 [22.4-30.6]","26.30000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","EUR","Europe","","KAZ","Kazakhstan","","BTSX","Both sexes","","26.4 [23.8-29]","26.40000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","EUR","Europe","","TKM","Turkmenistan","","MLE","Male","","26.4 [23-30.1]","26.40000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","WPR","Western Pacific","","LAO","Lao People's Democratic Republic","","BTSX","Both sexes","","26.4 [24.3-28.8]","26.40000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AMR","Americas","","KNA","Saint Kitts and Nevis","","FMLE","Female","","26.6 [-]","26.60000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","EUR","Europe","","MNE","Montenegro","","FMLE","Female","","26.6 [23.3-30.2]","26.60000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AFR","Africa","","LBR","Liberia","","MLE","Male","","26.7 [23.6-29.9]","26.70000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AMR","Americas","","BRA","Brazil","","BTSX","Both sexes","","26.8 [22.6-31.5]","26.80000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AFR","Africa","","NAM","Namibia","","MLE","Male","","27 [23.1-31.3]","27.00000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AFR","Africa","","SLE","Sierra Leone","","MLE","Male","","27 [24-30.2]","27.00000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AFR","Africa","","ZAF","South Africa","","MLE","Male","","27.3 [23.4-31.6]","27.30000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AMR","Americas","","BLZ","Belize","","BTSX","Both sexes","","27.3 [24.9-30.1]","27.30000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","SEAR","South-East Asia","","THA","Thailand","","BTSX","Both sexes","","27.3 [25.2-29.7]","27.30000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","SEAR","South-East Asia","","PRK","Democratic People's Republic of Korea","","BTSX","Both sexes","","27.4 [21.8-34]","27.40000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AMR","Americas","","SLV","El Salvador","","MLE","Male","","27.4 [23.4-31.7]","27.40000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","EUR","Europe","","ISR","Israel","","FMLE","Female","","27.4 [24.6-30.5]","27.40000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","WPR","Western Pacific","","KHM","Cambodia","","MLE","Male","","27.5 [24.3-30.9]","27.50000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AFR","Africa","","BWA","Botswana","","MLE","Male","","27.7 [23.7-32.1]","27.70000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","WPR","Western Pacific","","CHN","China","","FMLE","Female","","27.9 [19.7-37.8]","27.90000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AFR","Africa","","BDI","Burundi","","MLE","Male","","28.1 [24.8-31.7]","28.10000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AFR","Africa","","MUS","Mauritius","","MLE","Male","","28.1 [24.9-31.5]","28.10000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AMR","Americas","","SUR","Suriname","","BTSX","Both sexes","","28.2 [25.9-31]","28.20000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AMR","Americas","","MEX","Mexico","","BTSX","Both sexes","","28.7 [25.8-31.6]","28.70000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AMR","Americas","","NIC","Nicaragua","","MLE","Male","","29 [24.9-33.6]","29.00000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AMR","Americas","","DOM","Dominican Republic","","BTSX","Both sexes","","29.1 [26.5-31.9]","29.10000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","WPR","Western Pacific","","MNG","Mongolia","","MLE","Male","","29.2 [25.6-33]","29.20000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","WPR","Western Pacific","","PHL","Philippines","","MLE","Male","","29.5 [26.2-33]","29.50000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AFR","Africa","","CPV","Cabo Verde","","MLE","Male","","29.5 [26.3-32.9]","29.50000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","WPR","Western Pacific","","BRN","Brunei Darussalam","","MLE","Male","","29.7 [22.3-38.3]","29.70000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","WPR","Western Pacific","","NIU","Niue","","MLE","Male","","29.8 [-]","29.80000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AMR","Americas","","BHS","Bahamas","","BTSX","Both sexes","","29.8 [27.3-32.7]","29.80000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AMR","Americas","","TTO","Trinidad and Tobago","","FMLE","Female","","29.9 [26-34.1]","29.90000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AFR","Africa","","COM","Comoros","","MLE","Male","","3 [2.2-4]","3.00000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","EMR","Eastern Mediterranean","","LBN","Lebanon","","BTSX","Both sexes","","3 [2.6-3.6]","3.00000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","EMR","Eastern Mediterranean","","SAU","Saudi Arabia","","MLE","Male","","3.3 [2.6-4.3]","3.30000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","EMR","Eastern Mediterranean","","OMN","Oman","","BTSX","Both sexes","","3.3 [2.7-3.9]","3.30000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","WPR","Western Pacific","","KIR","Kiribati","","FMLE","Female","","3.3 [2.8-3.9]","3.30000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","EUR","Europe","","TUR","Türkiye","","BTSX","Both sexes","","3.5 [3-4.1]","3.50000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","EMR","Eastern Mediterranean","","ARE","United Arab Emirates","","FMLE","Female","","3.6 [2.8-4.6]","3.60000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","WPR","Western Pacific","","PNG","Papua New Guinea","","FMLE","Female","","3.7 [3.1-4.3]","3.70000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","WPR","Western Pacific","","SLB","Solomon Islands","","FMLE","Female","","3.7 [3.1-4.3]","3.70000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","WPR","Western Pacific","","VUT","Vanuatu","","FMLE","Female","","3.7 [3.2-4.3]","3.70000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","EMR","Eastern Mediterranean","","BHR","Bahrain","","BTSX","Both sexes","","3.8 [3.1-4.3]","3.80000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","SEAR","South-East Asia","","MDV","Maldives","","BTSX","Both sexes","","3.8 [3.2-4.8]","3.80000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AFR","Africa","","STP","Sao Tome and Principe","","MLE","Male","","30 [26.7-33.4]","30.00000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","WPR","Western Pacific","","JPN","Japan","","FMLE","Female","","31.2 [23.8-39.7]","31.20000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AMR","Americas","","DMA","Dominica","","BTSX","Both sexes","","31.3 [-]","31.30000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AMR","Americas","","BOL","Bolivia (Plurinational State of)","","BTSX","Both sexes","","31.3 [27.4-35.6]","31.30000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AMR","Americas","","HTI","Haiti","","MLE","Male","","31.9 [27.8-36.3]","31.90000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","EMR","Eastern Mediterranean","","QAT","Qatar","","MLE","Male","","32 [23-42.5]","32.00000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AMR","Americas","","JAM","Jamaica","","MLE","Male","","32 [28-36.3]","32.00000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AMR","Americas","","VCT","Saint Vincent and the Grenadines","","BTSX","Both sexes","","32 [29.4-34.9]","32.00000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AMR","Americas","","ECU","Ecuador","","BTSX","Both sexes","","32.2 [28.2-37.1]","32.20000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AFR","Africa","","RWA","Rwanda","","MLE","Male","","32.3 [28.6-36.3]","32.30000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AMR","Americas","","PRY","Paraguay","","MLE","Male","","32.5 [25.8-39.9]","32.50000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AMR","Americas","","CUB","Cuba","","BTSX","Both sexes","","32.5 [29.9-35.4]","32.50000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","EUR","Europe","","SRB","Serbia","","FMLE","Female","","32.9 [29.2-36.8]","32.90000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","WPR","Western Pacific","","VNM","Viet Nam","","MLE","Male","","32.9 [29.3-36.7]","32.90000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","EUR","Europe","","GEO","Georgia","","MLE","Male","","33 [29.1-37.2]","33.00000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","EUR","Europe","","HRV","Croatia","","FMLE","Female","","33 [29.3-36.9]","33.00000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AMR","Americas","","PAN","Panama","","BTSX","Both sexes","","33.2 [30-36.5]","33.20000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AMR","Americas","","CRI","Costa Rica","","MLE","Male","","33.4 [28.9-38.2]","33.40000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AFR","Africa","","COD","Democratic Republic of the Congo","","MLE","Male","","33.5 [28.1-39.4]","33.50000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AFR","Africa","","UGA","Uganda","","MLE","Male","","33.5 [29.6-37.5]","33.50000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AFR","Africa","","AGO","Angola","","BTSX","Both sexes","","33.5 [29.7-37.2]","33.50000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AFR","Africa","","TZA","United Republic of Tanzania","","MLE","Male","","33.5 [29.7-37.5]","33.50000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","EUR","Europe","","RUS","Russian Federation","","FMLE","Female","","34.2 [30.3-38.4]","34.20000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","EUR","Europe","","BIH","Bosnia and Herzegovina","","BTSX","Both sexes","","34.4 [31.8-37.1]","34.40000","","","","",""
